comment_id,video_title,author,comment,date,sentiment
Ugx6zaf6OuXvMTahOLV4AaABAg,Ahsoka | Teaser Trailer | Disney+,Pe Vo,ive been hoping for an ashoka movie for so long i kinda gave up and now that ive seen the trailer the first thing i noticed is that in every scene but one ashoka is not holding her sabre using her trademark reverse grip shes holding them like everyone else doe and to me that just reek of what im going to assume is huge lack of attention to detail on disney part which i have to believe is going to be indicative of the whole show i hope im wrong i really i hope im wrong,2023-04-23,negative
UgyLiv_1GXbL3v39n5h4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Dropdead,hopefully daisy can redeem herself with a better script shes an amazing actress but they did her dirty the damage is already done but well see what happens,2023-04-15,negative
Ugyzhl0Gisl52C1wUfN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,SK4M®,that wa it back then absorb a much a you can coz you didn't have breakdown or youtube record it on vhs and watch back,2022-06-07,neutral
Ugz5r2ZFAhexh108StZ4AaABAg,Andor | Official Trailer | Disney+,AIB01,disney have discovered ribbed plastic ducting it's absolutely everywhere aside from that this is the latest in a long line of box ticking woke dross,2022-09-22,neutral
Ugwrh3BJLoYRkCbRtIN4AaABAg,Andor | Official Trailer | Disney+,Cadmus,say what you will about andor versus the other show itll undoubtedly have far greater staying power (particularly if s is a good) i can see people rewatching it in twenty year cant really say the same for kenobi/bobf it like the d of star war,2023-04-08,neutral
UgzFT--rGufc_Bw9qyN4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Jessica Perez,is this show worth watching i am this close to getting disney plus,2022-10-23,positive
UgyuRBbUlarKC-MTRIh4AaABAg,Andor | Official Trailer | Disney+,king sufi,haven't watch but tear co we know what fate ahead for him tt arghhhhhttt,2023-04-14,neutral
UgyB2it14yJXR_03My54AaABAg,Andor | Official Trailer | Disney+,Mark Gurney,may the rebal force be with u for country people tight budget that they release this important critical series on dvd bless it be,2023-01-22,positive
UgyNb1brYIX9wwLgT7N4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Leo Darden,my first movie i went to see a kid i still love this moviehow in the hell it's awful,2022-08-04,negative
Ugx-XMF0xsGNo8IH4G54AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Ayan Khan,episode episode episode only my opinion and i'm not a year old,2023-01-27,neutral
UgwRy2JMUV6_Y0J6a854AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Tommy 1993,star wars: the rise of skywalker finale star wars: the emperor is reborn,2023-01-13,negative
Ugz6GzhBcfCOepyTiMR4AaABAg,Rogue One: A Star Wars Story Trailer (Official),Mirage,this brought me hope that disney owner ship of star war wasnt going to be bad,2022-11-24,negative
UgyYVSSG8p9ERHCRvQJ4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Vincent Valentine,alliance theory not necessary to trade a patent during the time of alliance by theory of law of olympia color guard law code black code purple,2023-03-22,neutral
Ugw4nFc2U3WhVImdhFd4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,JP Gaming29,i wasnt born when the ogs came to theater but to say that i got to experience all the prequels in theater will be something i will hold dearly to all my life that go the same for the sequel and seeing them all in theater with my son he can say he saw them when he get older nothing better then being a star war fan life,2022-12-19,negative
Ugxt12kuWhhSdhuIydJ4AaABAg,Andor | Official Trailer | Disney+,Felix Schach,the best piece of star war medium produced by disney until now,2023-03-10,positive
UgyoGqXgLwb5wMAZejF4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Jesse Line,to bad disney mess up these movie i hope then learn from there mistake,2022-12-25,negative
UgwCyBFNWVUr5V2PU6N4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Anthony Talarico,even though they are unfavourable character how about a series on dr evazan and ponda baba there's a hell of a line there with those folk incase no one know those are the two that messed with luke at the canteen in star war (),2023-01-07,negative
Ugxks4L0dVOGLdpRx2t4AaABAg,Andor | Official Trailer | Disney+,Lee Chapman,a amazing a this trailer is it still doesn't compare to how incredible the entire series is the best series,2022-11-06,positive
UgywFjDgbkyBbT-4UQt4AaABAg,Ahsoka | Teaser Trailer | Disney+,Pipe3510 HorseFriend,so amazing and even the music is more or le what i expected the essence of the world between world,2023-04-23,positive
Ugzf9B6sv_bnn2mS4g54AaABAg,Ahsoka | Teaser Trailer | Disney+,Alexandre Lot,my theory is that the rogue wolf are old dark jedi from the eternal empire from the old republic it may sound crazy but we must remember that in jedi survivor they will bring a jedi from the high republic that wa kept in stasis and that we know that the world between world bridge past present and future,2023-04-25,positive
UgwMd-HAXBC6TxVHQO54AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,s pech,shieeet i remember i watched this trailer on a cd that wa like a bonus to a total film magazine i wa buying back in the day there wa this trailer for constantine and something else i dont remember i rewatched it again and again wa so hyped to see this movie,2023-04-18,positive
UgxxWsGr8OH5jP8AV_F4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Brandtalones,that look pretty interesting one question: would there be any particular advantage to living in a sink-hole i mean you get a free corvette but where are you gonna drive it,2023-02-15,positive
UgzY2sGDQ-ggtUPGlmZ4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,master chief you mind telling me what your doing,you take all these shortcut what sick joke and they get to by a film franchise owner,2023-02-07,negative
UgwRItOzh_4lNfWWC6V4AaABAg,Andor | Official Trailer | Disney+,Wing Mwanzia,luthen is an amazing star war character one of the best ever actually imo,2022-11-17,positive
UgwRvgX0nuzFOe2GoyF4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Thomas G,boring and bland a expected thank you disney for even more diverse content on disney,2022-11-02,positive
UgwIKXlcBjuYfENlkit4AaABAg,Ahsoka | Teaser Trailer | Disney+,Jay C,the main writer is the same one from clone war and rebel it ha to be good right,2023-04-26,negative
UgxB5vnrWLl_kqXYCKh4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,ninetyninedreams,really liked this movie sick of the annoying hate from people,2023-04-15,negative
UgwL1JvtvyF0dbSjVcx4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Master Chief,that's so bad the feeling of children's program and bad actor,2022-04-14,negative
Ugy4SuzaPINe1BhiNe54AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,FuriouslyConfused,for those that dont know this movie wa written in hour by two drunk guy,2023-02-05,negative
UgzZC2HHe3WUFQtAv314AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Forbidden Era,look like they dropped a bunch of stormtroopers in cyberpunk,2022-12-05,positive
Ugx3nTtUIdv3f_MKv6p4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Kevin Behr,i hate it when they put stuff on yet another platform we have to subscribe to,2022-05-16,negative
UgwQABpXnSoohojZVKF4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Images,back when trailer were not full of the hammer bang nonsense,2023-03-02,negative
Ugy74aAlixlHXuBmRFB4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Gravity Twins,my dad printed me this trailer frame by frame so i could flip thru it at school when i wa in kindergarten,2022-06-27,neutral
UgzRN7LSogCu0X8LrIx4AaABAg,Rogue One: A Star Wars Story Trailer (Official),Delphi Management,so in this show you have homosexual woman in charge of everything woman leading men men are like pathetic helpless weak oh not to mention you have white black asian multicultural man it's b make you not want even see any of these film garbage,2023-01-03,negative
UgxM0Nu3jU26DfMa_194AaABAg,The Book of Boba Fett | Official Trailer | Disney+,WestOfEarth,i love jon favereau but he should have let someone else write the story i enjoyed the heck out of the mandalorian and obi-wan so i wa expecting the book of fett to be a good but it really wasn't too many cliche scene too many cringey moment temuera wa excellent a were the performance of the other actor it wa the story that disappointed,2022-08-26,positive
Ugxob3tW6dE6Lx7YtUF4AaABAg,Ahsoka | Teaser Trailer | Disney+,Dr. TJ Eckleburg,oh good more pink haired feminist in a star war show this should work out well,2023-04-25,neutral
UgyhVr_o0FrKBjC6wmh4AaABAg,Ahsoka | Teaser Trailer | Disney+,Cassian andor,spoiler: ashoka win along with all the other female character,2023-04-25,positive
Ugy7pWJMxULXiL69dMh4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Ryan Matthew Francisco,star war revenge of the sith and the boruto naruto the movie,2023-03-03,negative
UgzvMjSmSVhY6kWjlTJ4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Doctor Slaps,just watched the trailer with the black chick barking order at her malicious white subordinate cant wait to watch disney woke formula tank this movie,2023-01-28,neutral
UgzAEmEi1WzFi6uUVlV4AaABAg,Andor | Official Trailer | Disney+,red fury91,anybody who wa expecting an action packed scifi thriller a the trailer suggests is going to be sadly mistaken when they actually watch the show itself eps in and super boring so far,2022-09-28,negative
Ugztd-_Rwqg6aoFphiB4AaABAg,Ahsoka | Teaser Trailer | Disney+,bobscomix,trying to be optimistic though it doesn't seem like there are enough episode in a season to adequately tell this story too many moving part too many character,2023-04-26,neutral
UgyisLdnVksQUekBQFB4AaABAg,Ahsoka | Teaser Trailer | Disney+,Jay B,she's my favorite star war character i've been waiting for this for a long time look like a great portrayal of ahsoka i can't wait to see this,2023-04-27,positive
UgxFDAZt_mcO9jiIq8Z4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Ttv Index,when boba fett fell in the sarlac his armor protected him from dieing if he never had his armor he could of died,2022-07-27,negative
Ugw7dHWnmEeTuYBeEYB4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Muhammad Faisal,hell man it wa obvious from the trailer that this show wa going to be boring,2022-06-11,negative
Ugx2JsrHC_913kCDxxd4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Doctor Galaxy,why are the trailer for the sequel so good but the movie all mid,2023-01-01,positive
Ugx0Hj5wQjsjfMrY5wR4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Jadyn Saunders,funny how they made this look like it wasnt the mandalorian season,2022-08-27,positive
UgzFhXImNEJn6VQzIOF4AaABAg,Andor | Official Trailer | Disney+,RE4PER,best disney star war show and it's not even close mandalorian is becoming painfully mid in comparison,2023-03-19,negative
UgyF2pymOwSCzyAGT6t4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,fitzjay01,brilliant show except for reva a very poorly written character and badly portrayed by the actor i have watched it a number of time and her performance ha gotten worse each time,2022-10-26,positive
Ugwy3d4hbDnkDrDZyAN4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,MonkeyBruddha,over three year later and i am still coming back to this take me back to the time when everything in my life wa good,2023-02-24,positive
UgzKCl34sGQdXqUbdcd4AaABAg,Andor | Official Trailer | Disney+,Douglas Goldfarb,can find the source of my alien race and my source sign from hooker place sent out,2022-11-01,neutral
Ugz4EwpDJrPjfGgrY0t4AaABAg,Ahsoka | Teaser Trailer | Disney+,KaijuRevengence54,i really want this show to be good but i cant help but feel like this might become she-hulk all over again,2023-04-25,positive
UgwYxOwmPDTz2uVGzid4AaABAg,Star Wars: The Force Awakens Trailer (Official),Rolwhite,how can none of that excitement transfer over into the full movie i think the music got u,2023-03-21,negative
Ugz0On1Gnadc02hI4L54AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Imperial_Garrison_UK,i really enjoyed this version of the main theme what track name is it on the ost,2023-04-15,positive
UgwFBBaHOP4AJh-610Z4AaABAg,Andor | Official Trailer | Disney+,Ben King,just done with it episode could fit in a like andor a star war story hour cinema movie it wa ok not that phenomenal just ok starting tonight with obi wan hopeing for more,2023-01-29,positive
Ugz3IL14QtgnyLFmiX14AaABAg,Star Wars: The Force Awakens Trailer (Official),Dirty Dan Studios,is it bad that i think the force awakens wa the best movie of the franchise,2023-03-16,positive
UgxIcYmcoXNScbkzRKp4AaABAg,Star Wars: The Force Awakens Trailer (Official),jmedia1,when i do a star war marvel or star trek video it rake in about view each year most of the year,2023-04-03,negative
UgzpgQkUAcR9cTkFpBh4AaABAg,Andor | Official Trailer | Disney+,shahin gasemnejad,a show that doesn't sacrifice good writing for the sake of diversityit actually implement both beautifully,2023-02-24,positive
UgyMdCnG-6Wx4ynmc954AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Ash Bash Sneakers,just finished it i dont do trailer they dont excite me they just spoil thing for me seeing soooo many salty people who didnt get what they expected i avoided that completely went in blind and got hella enjoyment out of what i saw well done disney another smash hit,2022-11-15,negative
UgwHuKLtPLQn8z_vUaR4AaABAg,Andor | Official Trailer | Disney+,David Montague,this series exhibit a grand production with wonderful acting and cinematic achievement it may have been a little deep in the storyline trying to keep up however but overall is still an amazing series production,2022-11-17,positive
Ugy3QxVwEHUZYyFuOed4AaABAg,Rogue One: A Star Wars Story Trailer (Official),The Quiet Show,just finished andor loved it now gonna watch this watching prequel in sequel order,2022-12-10,positive
Ugw3F7sMQ6W5IiwbAsN4AaABAg,Ahsoka | Teaser Trailer | Disney+,Scorch1028,it's interesting that none of the jedi in the new ahsoka series are around in the sequel movie,2023-04-23,positive
Ugw2-j86IWV9GNDVlNV4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Valmiki,huge disappointment with reva bad acting and the little girl annoying,2022-11-29,negative
UgyhaiUEE-ghOJkPPDt4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,Chris Reynecke,if only the last trilogy could have been something like this instead of the woke excrement disney dished up,2023-04-26,positive
UgzEhIMiZq8ijH2r4cV4AaABAg,Rogue One: A Star Wars Story Trailer (Official),Anthony The Last Medjai,whoever hid the vader scene from the trailer thank you it wa the most amazing reveal ever,2023-02-02,positive
UgwhvnR43e-ljf2aJR54AaABAg,Andor | Official Trailer | Disney+,The Northie,you dont tell a story to break someone heart you tell a story from the heart and get heart broken this really sum up this series so far and i cant wait for the second season,2023-04-20,negative
Ugz8lqtP5wZKmf_zSOh4AaABAg,Andor | Official Trailer | Disney+,The Dude Abides,oh my goodness disney finally came up with something that wasn't a sht show andor is not only a good star war tv show it's a amazingly good tv show,2022-12-27,negative
UgwRwsl1ssrCpBZ0nHN4AaABAg,Star Wars: The Force Awakens Trailer (Official),Frostbite,tbh this trailer is still the most hype trailer of the sequel trilogy,2023-04-11,neutral
Ugxj8zoafMSA27Rx7al4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Rolatii,so i started watching this show out of morbid curiosity and then at some point i realised that i wa watching a chase sequence involving a secretary and what i can only call a gang of cyborg millennial transhumanists riding the star war equivalent of colorful moped oh and the hutts were japanese all along then i started laughing and for the life of me i just can't stop whenever i think about this weird mishmash of a show,2022-04-12,negative
UgyFFQnj77eRJc-faa14AaABAg,Andor | Official Trailer | Disney+,K Dawg,i thought the mandalorian wa good but andor just take it to another level cant wait for season,2023-02-26,positive
UgyDPu7G9w1-1tkG58x4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Ricardo Quintero,i miss how this trailer made me feel to watch a star war movie a a teenager i miss the excitement the eagerness to finally see the transition from prequel to original trilogy and anakin a vader those are lost now to time and to the wasted opportunity that wa the sequel trilogy,2023-03-29,negative
UgzC6SHJWjLiYHnnHCB4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Leonardo Yramm,i definitely remember this trailer back in the day me and my parent and sibling were watching tv the channel entertainment tonight announced that they would show the trailer and we waited my god it wa amazing me and my sibling were so excited to see for the first time the trailer for a saga that we loved from the first time (episodes and were movie that we watched a lot of times),2023-04-13,positive
Ugw6Gjck122ANRwjR1R4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,macshune,anyone else camp out overnight to see episode i because of this amazing trailer only to be disappointed by a just ok movie,2022-07-24,positive
Ugz7SCfnEQvX3AKvz7B4AaABAg,Andor | Official Trailer | Disney+,VedantxGhost,i love this kind of star war more than the force side of thing,2022-11-02,positive
UgwjzhuOMmX9NnHAfU94AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Tumbleweed43,sequel trilogy should have been about a galaxy that thought it didnt need the force and a young new generation eager to help but not sure who to believe only to find out that there is evil and good in the galaxy and the force will be with you always,2023-03-26,negative
UgyYR8lkujkQR8u8XTV4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Bart,so what's the deal did they use samuel music did he provide it or made his own rendition of it,2023-02-13,neutral
UgyPAmVCi9nYV_TnwP14AaABAg,Star Wars: The Force Awakens Trailer (Official),A Muktadir,with no interestonly service charge of stering= taka equivalent of each transaction,2023-03-28,negative
UgwksG7TrW24-hwGpAZ4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,HM3 Drake,the title should be the book of boba fett: ft the mandalorian,2023-04-23,neutral
Ugw5p-UjfpMvZDzjqBt4AaABAg,Rogue One: A Star Wars Story Trailer (Official),Red 2,i think this film will become much more powerful for people after watching the andor series,2022-11-26,positive
UgzBMTges-qhW6F9cPJ4AaABAg,Rogue One: A Star Wars Story Trailer (Official),Cattara 123,only reason im watching this is for morias overwatch voice actor,2023-01-13,neutral
UgxrEn_PcavlTiZYGlB4AaABAg,Star Wars: The Force Awakens Trailer (Official),Chris Purvis,rhis held so much promise regardless of what followed this will always be epic,2023-04-14,positive
UgwSCkijffIpdNWUSlx4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,General Esdeath,season boba fett must become mandalore the redeemed tem is an awesome guy,2022-07-11,positive
UgwTKvj5_cPsFNSJpEt4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,Rassilon’s Empire ,i love how they still don't even know what the game is supposed to be and they just put this together for soemthing lol,2023-04-15,positive
UgxyITPw8tM_6ezFO4J4AaABAg,Ahsoka | Teaser Trailer | Disney+,Slayr,she look great a the older version of ashoka how far after the clone war doe this take place,2023-04-24,positive
Ugw3KS4j4ryZUu3wsZF4AaABAg,Andor | Official Trailer | Disney+,Vincent Valentine,javalina pride corruption and utpa corruption into utrgv trooper support deadmen walking,2023-03-07,positive
UgyCtDK7IiC5QF-lHit4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,TimeRider762,i love this series skywalker is another disney series realized but not yet madewait for it i think it's on it way,2022-05-30,positive
UgzU_nAd8WYKbTTlgzp4AaABAg,Andor | Official Trailer | Disney+,Maxx Pipette,it's depressing that the best star war ever made since the original trilogy just flew under most people's radar,2023-01-21,neutral
Ugw28NCcTnd9mOrVLuB4AaABAg,Star Wars: The Force Awakens Trailer (Official),A Muktadir,see rule and order of space ship and plane of galaxy a and galaxy novoform master hp to galaxy anovo and anova,2023-03-22,neutral
UgwwDPczNphC8svkF914AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Rick Sanchez,it is a crime that the general public saw this trailer before the movie smh what were the early s thinking,2023-03-07,negative
Ugz29ZU_0c0zqO_sB8B4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Deadly Destiny,the dark side is known to give several ability some not natural,2023-04-20,neutral
UgwWK_NfH11nslUKIBx4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,MagicMaster667,anakin skywalker meet obi-wan kenobi that line still stand a one of the best in a trailer ever,2022-08-28,positive
UgxBnrnkBSFxICfoBSh4AaABAg,Andor | Official Trailer | Disney+,Rafael,one of the rare rare instance in which the show is even better than it main trailer which is also pretty good,2023-03-05,positive
Ugw2CJRLq_zz2Pid_Pt4AaABAg,Andor | Official Trailer | Disney+,Vincent Valentine,they float when a person using magic on a person who owns a katana,2023-01-11,neutral
Ugyne6VmiQbuaZhHp6t4AaABAg,Andor | Official Trailer | Disney+,Kuba Kondraciuk,after watching one episode i can say that my faith in star war is restored in my opinion it even better than mandalorian it better than any existing marvel show it just incredible,2022-09-23,positive
UgxDLX-gO5LfP5ToG6t4AaABAg,Andor | Official Trailer | Disney+,cmg2006,the best series of the year and first good one of disney at last,2022-12-12,positive
UgyZkLFq3ASEUP_IwiJ4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Abraham Aman,almost guy this almost became a great showthe last episode wa awesome fan service tho keep it up disney you almost had it,2022-09-22,positive
UgyR5vvkFU35gzPY_654AaABAg,Ahsoka | Teaser Trailer | Disney+,Addison Black,can't wait to see if they bring ezra back can't have thrawn without him,2023-04-24,neutral
UgyAO26Q7F8MJeQa0PV4AaABAg,Andor | Official Trailer | Disney+,S. Patterson,the holy trifecta of cinematic presentation writing directing and acting near perfectly delivered on a platter by the team that gave u andor this wa an absolute clinic and the rest of the star war ip team should take notice never intended to watch it not after the abomination that wa obi-wan but i wa bored one day and decided to try it it gripped me like nothing in recent memory totally on the level of the expansesimply glorious writing stellar directing and tour de force performance star warswelcome back now ahem ahemcan we do an entire series on the backstory of luthernyou can simply call it: rebellion-the luthern chronicle,2023-03-11,positive
UgzFJmH4AyDiOE8V-294AaABAg,Rogue One: A Star Wars Story Trailer (Official),TRUTH SKR,it's like lucas originally put down some piece of the puzzle and the rest of the star war story are completing it although i favor some and could care le about others i respect each writer/director for adding their piece to the star war universe,2022-12-23,positive
Ugxswq3AkD9a1vk52AR4AaABAg,Andor | Official Trailer | Disney+,Tallborn Stev,please let the gilroy brother do more star war content they are too good,2023-03-09,neutral
UgxtqU6wtf24bCFGAUd4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Matt Bittner,george lucas made a masterpiece with this film and episode ii,2022-12-26,positive
UgxBZsqBOjjWTMZ21YN4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Rick Sanchez,this isn't a trailer-this is the previously on star war intro you'd see before watching a new hope,2023-03-07,negative
UgwqXph4OA73BhMZduN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Justin Torrento,i like how different all three trilogy are a disappointing a some movie were it's better they didn't try to just replicate the original trilogy it would have gotten stale and now we have lot to debate,2022-06-07,positive
UgwY8QXQeV_5PmezKPZ4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Allia Arias,i don't care if the trailer wa good they ruined the story my name is rey skywalker what the this movie including the other two were the most disappointing film in history i hope in the future they fix their problem and never have j j abrams direct in a star war film again,2023-01-24,negative
UgyydXWCtInlZKysKNB4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Ghostly,the movie: buffalo dung the music in the trailer: masterpiece,2023-01-23,positive
UgyltvuSvUpUKWXDbkd4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Got Milk?,your feeling on the movie aside this is one of the best trailer ever made,2023-03-26,positive
Ugz2asLlgEPbdx38Aj54AaABAg,Andor | Official Trailer | Disney+,redstar katchina,disney did you pick adria to star in andor to win my favour bcoz how disappointed i wa at the emotional wreck obe one wa could not even take down mass murdering youngling killer with all his sentimental unjedi mind set because if you did it worked,2022-10-02,negative
UgwOfsa4yCLsJKQOB-x4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,Martin Nguyen Andresen,this is knight of the old republic eclipse where timeline take you from year before star war episode,2023-04-20,negative
UgyjsFbggliR36REZOZ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Brendan J. Smith,i love when trailer to sequel start off mysterious like you can't tell exactly what it's gonna be and then it punch you in the face with the reveal,2022-05-29,positive
Ugzgp_tJWCxNFZwvtwZ4AaABAg,Andor | Official Trailer | Disney+,Mariokartpro,they should honesty just cancel the second season so they can make four more,2023-01-23,positive
UgxAJKTtb_BzFh2CmKZ4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Bob Mcdougall,i finally watched this today like ep i didn't even last half way through utter tripe,2023-04-05,positive
UgxTp9RBli9YMKOoWFV4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,krugg27,such a shame that this movie turned out to be not anywhere near a amazing a this trailer not even close such wasted potential,2023-02-10,negative
UgyhAt_Per31jC5Xw-B4AaABAg,Andor | Official Trailer | Disney+,PANO FRUA,look lamewhen are they going to make a good series or movie again such a darth vader (show how he got the reputation and what difficulty he faced before everyone start to fear him series) darth maul (series about him getting taken to be trained to be a sith and became a jedi killing machine series or movie) asoka maybe another clone war movie or mace windu movie giving ideasnot going to give a lot of time telling how these movie should be made but i hope you care enough to make a really good mixed emotional movie (dont add politics to these),2022-10-18,positive
UgycfwI0PxJKGTxbn294AaABAg,Andor | Official Trailer | Disney+,Bob Marley,a planet full of prison not a single alien the empire imprisons it own kind,2022-10-27,neutral
Ugwgp0a8hIcyG7aIs594AaABAg,Ahsoka | Teaser Trailer | Disney+,Harry S.,is the story take place before she meet the mandalorian after the mandalorian season,2023-04-24,neutral
UgzOVnGWkrl87hKdZdV4AaABAg,Andor | Official Trailer | Disney+,Imsodone,yeah yeah great plot and intense where are the light saber where's the jedi the mandalorian made me wait two season for the jedi to step to scene,2022-09-25,positive
Ugw_EVL3kEKMFAoiJUV4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Rikard,poe damon should not have been in the movie but his part in the sequel should have been reys,2023-01-30,neutral
Ugw6tO3G9LudSCfWn8B4AaABAg,Star Wars: The Force Awakens Trailer (Official),A Muktadir,we cann't fight like galaxy dark elf in minal nounlesser extent galaxy demonbit like galaxy add,2023-03-22,negative
Ugxx37_DsarXLZLtyIl4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Robbie_the_ Mastermind2,dear disney don't be too proud of this audiovisual terror you've constructed the use of cgi and nostalgia is insignificant next to the power of good writing ramzes vile,2022-10-05,negative
UgzZn3FiibzzvABjLnR4AaABAg,Andor | Official Trailer | Disney+,R S,honestly i watched the whole first season of andor and found it to be extremely boring especially if i compare it to the mandalorian the book of boba fett episode which are brilliant,2023-02-27,positive
UgwpCRcafsWt5n9_sJB4AaABAg,Andor | Official Trailer | Disney+,JM del Toro,rooting for andor and diego luna to win at the critic's choice award congrats on the nomination,2022-12-06,positive
UgzfQ5O9UnmhceoFhRt4AaABAg,Andor | Official Trailer | Disney+,Kyzen Del Aguia,disney you are aware the bourne legacy is the least remembered out of the whole bourne franchise,2022-11-13,neutral
UgykvlqX_rOOd2fig2B4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Ron Ald,love all these totally honest and not censored comment about how great disney is,2022-04-22,positive
UgzSxlTDn8s1lNBrjX14AaABAg,Star Wars: The Force Awakens Trailer (Official),Drifter Dreams,i never ended up even watching the whole trilogy but the release of this trailer wa everything,2023-03-17,neutral
Ugz5-2scrCO_hTaVUrJ4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Howling Burd19,this trailer alone had more emotional weight than the entire show had to offer lmao,2023-01-05,positive
UgyWsRlMLigAeWi3D3h4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Carlos Brannan,star war is my all time favorite series; im glad that somehow this is the only series that i didnt spoil it for myself by watching the trailer and thats with reading the book and knowing what wa coming from a certain point of view,2023-03-18,positive
UgysTR-Sx1QU4PG9i8l4AaABAg,Ahsoka | Teaser Trailer | Disney+,Santiago Altamirano,i only hope we can see sugi and embo from clone war i mean aftermath show they are alive in that time and half of the cast are character from animated show so,2023-04-26,positive
Ugyb49__v8RTTV2I7o14AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Big Pharma Sports,the sound design at the end of both phantom menace trailer is just so perfect the sound of those blaster cannon is so epic a they echo at the end of the trailer,2022-07-21,positive
Ugxb72WwQ75DQXBh4Zx4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,Azyne,it been year and not a single bit of news just tell u it's cancelled already disney i wa actually excited but why did you have to show u this trailer year before the game is even near completion,2023-04-16,positive
UgyMTTxxkhCgRP3GpiV4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Sandman,the trailer wa definitely tailored to people who already watched the original trilogy i remember watching the movie and seeing it play out wa still very impactful despite the trailer it just hyped everything up just a much hindsight bias for everyone is strong here,2023-04-23,positive
UgztoAZs49lkbhNUn-l4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,seskyIthachi,if you go on n=mins and =seconds you can see the millennium falcon right below the landing spot for were anakinobi-wan and palpatine,2023-03-19,neutral
UgzAY4QInxz4DhcZCJZ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Hunter Chikosky,funny easter egg if you listen closely at you will hear vader breathing,2022-07-01,positive
