Comment,Sentiment
A great initiative by man who want to increase the it export  in pakistan ..,positive
Every lecture become more interesting.REALY like how both of you are teaching us.concept cleared,positive
Can we have slideshow for reference,neutral
Lack of proper planning and clear guide lines,negative
the defined data which is feed into the machine is labelled data ... where those data that is not defined  comes under unlabelled data..,neutral
"Answer #2 structure data , age , fainance etc<br>Unstructure data mae pictures or audio frequency hoti hy",neutral
thanks a lot sir for this pricious course<br><br>❤❤❤❤,positive
the data in which input and out is pre-defined is called labelled data while the data in which output is not defined is called unlabelled data.,neutral
Data in which input and output are clearly defined is known as labeled data while the data in which input input and out are not defined is known as unlabelled data.   Highly organized data is known as supervised data. and while not organized data is known as unsupervised data,neutral
Irfan sir is the real legend...❤❤,positive
lable data is wi data jiska source pata ho lable data hota hai unlable data is wo data jiska source na pata ho wo unlable hota hai.,neutral
THE DATA IN WHICH OUTPUT AND INPUT IS WELL DEFIENED IS CALLED AS LABELED DATA <br>THE DATA IN WHICH OUTPUT AND INPUT IS NOT WELL DEFIENED IS CALLED AS UN-LABELED DATA,neutral
Alhumduliah learned so much,positive
Sir irfan acha smjhty h dosry sir ki tuo mjy smj hi ni ati😢,negative
Ye safaid balou waly bhai bht mushkil teacher hain..,negative
sir thanks for your effort.,positive
❤❤❤❤,positive
Anomaly word mostly used in science. In scientific tests when we got something new or unwanted thing in our test then we used word anomaly,neutral
very helpful,positive
the data in which input have a name or output  represent in definite way is called  labled data  and unlabled is oposite to it,neutral
I think AI is the brain eater of lots of human being....wonderful Job...,negative
the data with cleraly input and out put defined  is called labeld data and the undefined data is called  unlabled  and the defined data is called structure e.x excel sheet with defined clases and the undefined data is called unstructured,neutral
Excellent way of learning,positive
Sir if u can conduct a test at the end of course and issue a certificate to those who have completed the course successfully.,neutral
❤❤Allah aor kamyabi dy❤,positive
Structure data organize and predefined format<br>Un structure not organized formet,neutral
Label data data  which  is pre defined input corresponding with output and unlabeled data inverse to label data,neutral
Sir labeled data . Which Input and output is clear and unlabeled data is not clear input and output,neutral
"colab notebook and slides: <a href=""https://drive.google.com/drive/folders/16ePoT1BdXTwTdWMzWeeIRkJD48mNVFK-?fbclid=IwAR3fki8JKyr9f-haqCVNX9ibBlbrSYGCmF_P0VShZo4M1mWLbtLBEY7fv1E"">https://drive.google.com/drive/folders/16ePoT1BdXTwTdWMzWeeIRkJD48mNVFK-?fbclid=IwAR3fki8JKyr9f-haqCVNX9ibBlbrSYGCmF_P0VShZo4M1mWLbtLBEY7fv1E_x000D_</a><br>_x000D_<br>Note: main ny kabhi likes nhin mangy lekin agr ap log like kro gy to ye comment top py rank kry ga or mairi tra kisi ko maheena lga k notebook nhin dhondni paray gi. Jazakallah khair❤",positive
I was worried jb muje smajh ni aa raha tha but it made me comfortable when irfan sir &amp; dr sahb said abhi smajh ni b aye to worry na hon. In terms se familiar hon ge to ap ko agy ja k aliens ni lagen gi.,positive
very very fantastic and informative session thank you for all team to day I see first time  your leacture may be continue inshallah,positive
"sir, I am  new so how to get full course onine",neutral
"Masha Allah Sir, I watched this lecture again and understand a lot.",positive
"Label data is classified data in which we organize our data into a group like age, name, blood group ita a example of label data and unlabeled data is that in which we  don&#39;t classified our data into a group we just keep them in module",neutral
Group of data which is defined with proper heading is called labeled data.which data is not defined woth proper heading is called unlabeled data,neutral
The data in which Input and output is clearly defined is known as labeled data _x000D_<br>While the data in which input and out put is not defined ia known as unlabelled data_x000D_<br>Highly organized data is known as supervised data_x000D_<br>While not organised data is known as unsupervised data,neutral
Label data who  has a label on the top and unlabelled data don&#39;t have any label,neutral
"Sir , I am bit late but  seeing your videos, you are saying in training mode , we give labelled data, ofcourse we are sure of that data wether it is cat or dog, then accuracy will be ofcourse 99%. But  on 31.19hrs you are saying that opposite, if you can please help me out on this question",neutral
❤❤❤❤❤❤❤love you dear teachers,positive
jo aleady Train ho usy pretrained modal,negative
"Structure Data:<br>Data base mein jo tables hoti hain, ya Ms excel mein jo data ham row aur  column mein data set kartain hain.<br>Un Structure Data:<br>Esa data jo wave ki form mein ho wo un structure data hota hai, For example voice.",neutral
"I have been joining this course on 01 August 2023.<br>The data which have clearly mentioned or defined with inputs and their corresponding outputs is called labeled data.<br>The data which have not clearly mentioned or defined with inputs and their corresponding outputs is called unlabeled data._x000D_<br>The data which is in proper format, Easy to understand for others is known as structured data. i.e in MS Excel and in data bases the data is formatted in rows and columns.<br>The data which is not in proper format is known as unstructured data. i.e Frequency, Speech or audio.",neutral
Unstructured data is input while processed data is structured or output,neutral
Group of Data with proper headings is labeled data while without heading it is unlabeled data.,neutral
Sir you are doing wonderful ❤,positive
I Love u Both.....Ur Method of teaching can&#39;t explain ❤,positive
Label data is used to define things and classify them while unlabel data is just a score and no.,neutral
I am interested to learn ai and attend your lacture but. I don&#39;t know how ai will help me i am not computer science student,neutral
How ai help to non programmer,neutral
"Is there any Facebook group or any other way where I can get access to the lecture notes, especially the terms being used in the lectures?",neutral
"Also sir Irfan mentioned before the movement of weapon from pocket in a shopping mall, an anomaly detection machine",neutral
Also anomaly detection is eggs separators machine which separate the eggs with respect of weight,neutral
Exple of anomaly detection is the highest alarm or amplitude of a generator,neutral
sir ma ny abi 2nd year complete ki ha ma ny apna carrer AI choose kiya but pehly ma ap ka course dekh rai hun ma blkul begining point pa hon sir y<br>kya ma ya course kr skti?,neutral
Sir mughy kaisy aigi mughy computer chalana bhi nahi ata. But appko sun ker mughy samuhg aaraha ha.ka ma ya learn ker  sakty hon .pleasss sir.,positive
Chat gpt is a model,positive
Pre train meaning pehle se train kia hoa,neutral
Using ChatGPT content is not plagiarism??? As being said that ChatGPT is used to generate content  but how to avoid plagrisim,neutral
how can chatgpt help math teacher?  How can we get benefit from this course?,neutral
"i have tell you in a short line<br>Structured data: Organized and predefined format._x000D_<br>Unstructured data: No fixed structure, more flexible.",neutral
I like your teaching sytle   osome,positive
"the labeled data is looking like this<br>Labeled data is data that has been annotated or marked with corresponding ground-truth labels, while unlabeled data lacks such annotations or labels",neutral
Data in wich input and output is clearly define nd is called labeled data,neutral
In label data label is defined on the top but in case of unlabeled datahadline not mentioned,neutral
"Data that is defined as a clear object is labeled data and data which is not defined as a clear object that&#39;s is unlabeled data.  <br><br>For example, defined fruits  are labeled data and the class of vegetable is unlabeled data",neutral
❤,positive
Supervised learning ma corresponding input output pairs like cat image label with texted cat. E.g spam filter,neutral
اسلام وعلیکم سر chat gpt کے لیے کون کون سے چیزیں چاہیے مثلاً لیپ ٹاپ وغیرہ<br>اور کتنا پڑھا  لکھا یہ کورس کر سکتے ہیں ؟؟؟؟,neutral
Sr kmal bolty hy ap and boht achy sy sekhny ko mil rha hamy,positive
Labeled data is the mentioned or cleared data set by us <br>while the unlable data is not mentioned or classified data,neutral
Thankssss God bless you,positive
Very informative thanks sir Allah apko khush rakhy,positive
"AoA Respected sir, es lecture ki written summary mil sakti hai kia",neutral
"Labeled Data: Involves Predefined input and output pairs {🐱:cat}<br>UnLabeled Data: Input and output pairs are not defined {tweet , news}<br><br>Structured Data: Organized in some form (DB schema, excel sheet)<br>UnStructured Data: (audio, easy, news, tweets)",neutral
Boss kia ap cyber security course b deliver kr rhy han ya nahi???,neutral
"<a href=""https://www.youtube.com/watch?v=p7W6qzL5XEQ&amp;t=13m33s"">13:33</a> but Sir we can draw a pic of a monkey to sitting on the moon.",neutral
❤,positive
Sir how could i talk to u,neutral
"Class 2 | Sunday | 16th July, 2023",neutral
AOA.<br>Really hats off to you both and your team . really easy to understand and practical based way of learning you people are working... that really remarkable... thanks alot,positive
Love you sir you deserve billions and trillions of thanks ❤❤❤love your dedication ❤❤❤love from Islamabad,positive
Vego dala 😂😂😂😂❤,positive
Alhamdulillah<br>Second lecture is completed and <br>Mjhy kafi time lag Raha hy samjhny man kun k meri field Nahi hy magar mjhy yahan tak sab samjh aagaya hy thank you so much sir.,positive
when we give the pair of input and output to model and then he learn after we give it unseen input then model give us a output so it is called labled data,neutral
Sir I am 12 Year Old Child and  I saw 1st lecture and I know many thing from lecture 1 thank you sir irfan,positive
"1,Labeled data called (supervised learning )<br>2,Unlabeled data called(supervised learning",neutral
Data is like information spread in a spread sheet in different column different inputs and that sheet allotted a name which is called Labelled Data sheet otherwise that spread sheet remain unlabelled data sheet.,neutral
I joined ur forum today..will try to pick up the pace ASAP...hoe to b part of the program as far  assessment is concerned..hope will not b disappointed,positive
SALAM IRFAN BAHI . Sir meh currently student hun software engineering ka 2nd semister ka . sir meh apka course follow kar raha hun .. abhi yeah follow karna sahi rahay ga ya nhii ??,neutral
Structure data= a data which is in the form of Structure like (Rows and Columns)<br>Un structural data= a data which is not in the form Of Structure,neutral
Labelled data= Complete Informatory Data<br> UN labelled data= data which is not Classified in any Group/classification,neutral
the data in which input data are lableled and get resulte from output to diffrence between label and unlabel data,neutral
Sir u r great ap k liy ilfaz khatam hain u r best &amp;Great parson 💓💓💓💓,positive
sir apka hair style buht acha hy,positive
MashaAllah excellent efforts ❤❤,positive
"my question: <br>if i am writing a text then you are API or model?_x000D_<br>GPT response:<br>_x000D_<br>If you are writing a text and interacting with me in a conversational manner, then I am functioning as an API. You are providing text prompts or questions, and I am generating responses based on the input you provide. In this scenario, I am the API that facilitates the interaction between you and the underlying language model._x000D_<br>_x000D_<br>my question:<br>in what case we can call you model?_x000D_<br>ChatGPT response:_x000D_<br>You can refer to me as a model when discussing the underlying AI architecture and technology that powers my responses. The model, in this case, is the GPT-based language model developed by OpenAI. It encompasses the neural network, training methodology, and parameters that enable me to generate text based on the input I receive._x000D_<br>_x000D_<br>So, when discussing the technical aspects of how I function and generate responses, referring to me as a model is appropriate. However, in practical usage and interactions, you would primarily interact with me through the API, which provides the interface for communication and receiving responses.",neutral
Labelled data is like jisko koi naam Diya Gaya ho or unlabelled data jisko koi naam na Diya Gaya ho.,neutral
"labeled data is the data in which we label or mark the data.<br>unlabeled data is the data which we do not  label<br>Structured data is the data which in specific form. Like words, number.<br>Unstructured data is the data which is not in specific like audio, speech, voice",neutral
AoA sir main ny ap k corse ki 2 videos ab dakhi hai or main ny chatgpt per ek app ka code develep kia hai kya ap mgy code dakhy ker gide ker dy gay <br>bascily main FA kia hai wo b AIOU sy python ki how know hai bus please help ker dy gay  main apna code kaha sand kero please bata gay k ap check ker k mgy gide ker dy thanks,positive
Hi,neutral
Trained by human before execution,neutral
"Masha Allah , Amazing Course ❤",positive
Label data  is in supervised learning a data with annotation and labeled is called labeled data <br>Unlabeled data is included in unsupervised learning. Unsupervised learning also known as unsupervised machine learning analyse and cluster and label data sets for example hidden Markov model<br>Structured data to data that has standardized format and well-defined compalies   to data model and follow a persistent Order and easily accessed by human and program for example debit card number name that are your location and stock information<br>Unstructured data is usually stored in a no relational database like a hadoop  or Nosql  and process by unstructured analytics program like opentext IDOL.<br>For example<br>Audio .iot .movie review or  resume database,neutral
unstructured means Excel data  name different rows and attendance different rows .structured data  apposite is unstructured,neutral
جزاک اللہ سر ۔۔۔آپ کے اس کورس سے ہم بہت کچھ سیکھ رہے ہیں ۔۔۔ جاب کی وجہ سے ہم یونی نہیں جاسکتے آپ ہمارے لیے ایک امید کی کرن ہیں ۔۔,positive
n plz tel me sir is free course se apko kia benefit mily ga i mean ajkal to koi apna bukhar b free ma ni deta,negative
sir i want to reregister as online student may i if yes then wat is the procedure,neutral
Aoa sir chatgpt ka konsa version use krna h account creation kese krni h,neutral
Asa data jo labeled hota hai ause laibled data kehte hain. Aur asa data jo lable nahi hota ause unlabled data kehte hain.,neutral
Irfan sir ki bat zada samajh ATI he,positive
really sorry sir maa things koo yaad nii rakh pata sir iss paa akk vedio  create krr daan😥😥😥,negative
please sir un students k liye bhi assignment dein jo bilkul new hain. Jo bilkul starting point pr khare hain. I&#39;m the student of ICS part 2.,neutral
Bhai supervisor data or unsupervised data to alag bt ha DR sab name k hai bs Asal Doctor to mjy ap lgty ho 😂,positive
best,positive
dear sir  I got 100 accuracy on some feature selection techniques for prediction of heart disease,positive
Its not a good thing  that model gives all answer 100 percent true,negative
Labeled data means the data which has described input and output,neutral
"I love Irfan Malik and the way he speak,teach everything..Just love it",positive
If Correct information is  given to train the model then output is expected to be obtained,positive
Labelled learning means the instructions which we provide to the machine and the machine generates the output accordingly.,neutral
You are all word field mentors and helpers,positive
"Labelled data m hm jo data collect krte hn osko lablel krte h k ye data kis bare m kia ye age k baree m h kia marks k bare m h, or label nae kreGE to unlabel data hga<br>Structured data n unstructured<br>Jo data structure frm m ho..proper rows and colums hu to wo structured data hga..otherwise agr wese i data pra h to un structured",neutral
Labelled data : which has a label on the top to define the thing   SIMILARLY Unlabelled data : converse to Labelled data,neutral
I am 55 but learing alot,positive
Labeled deta is clearly defined jabke unlabled in not defined,negative
"In labeled data, data is clear or classified<br>In unlabeled data , data is not clear or not classified<br>In structured, data is structured.<br>In unstructured, data is not structured",neutral
Please sir just one video about your channel that how can we learn from it,positive
Great mentor from the soul of south<br>How can avail discount,positive
Can girls learn AI?,neutral
LABEL DATA CALLED NAME SPECIFY THAT WHAT IS THAT <br>STRUCTURED DATA VOICE AND IMAGE,neutral
Me ek Mechanical Engineer hun or ye lecture le raha hu or zyada tar batain sir k upper se guzar rhi hn but sir Irfan jb example de k samjhaty hain tou bat samjh ajati h,positive
❤,positive
Sir Ap ki Class min koi b girl nhi kia girl es course ko nhi kr sakti,negative
Thank You,positive
"1- a table contain some data if it can&#39;t define correct purpose it known as unlabel, if it define this column is contain age data and this column contains marks is known as label<br>2- speech is unstructure, step by step information is structure",neutral
Love from India ❤️,positive
Label.fixed item<br>Unable.non fixed,negative
Models like ka small child jisko hum Jo seekhae gy wahi wo seekhy ga,neutral
"Sir aapse request hai, jab siraz sir bol rahe ho to beech beech me unki baat na kate. Motion tut jata hai. Aap apni baat baad me ya pahle rakh de.",negative
"Respectful teachers, I would like to make your attention to pay over the voice quality, specially when a student asks a question or gives feedback , we are unable to hear them, because sound quality is poor. kindly ponder over that issue please. Thanks",negative
Thank you 😙,positive
Man you got guts ❤ I love your teaching methods. More power to you. 💕 Much much appreciated . Your are absolutely a dedicated and hard working man.,positive
what is api?,neutral
MashaAllah great job .May Allah give u rewards for sharing our know,positive
❤❤❤👈👈👈🙆‍♀,positive
"Ma Sha Allah, amazing course. May Allah Pak bless them all",positive
Alhumdulillah Allah took this good work from him for His people,positive
MashAllah 💯 Great Effort and Good Course,positive
"Aoa, sir apboth bht acha samjha rahy hn,<br>Sir main primary teacher hn aur computer,web develping aur computer ki apps ka ziada knowledge ni rakhta...mgr main ap sy kuch sekhna zaroor chahta hn, ap k lectures 50 to 60 percent samaj aa rhy hn, bar bar suon rha hn..<br>Bs ap ki mohbbat,shafqat aur guidance chahiye<br>Thanks and dua to both teachers",positive
please 4 chapter b krwa dy mai boht confused hn,negative
"General classification of the data or naming data is labelling of it, refining the data to use more effectively is structured data",positive
Structure data: <br>Tharki has specific rules and orders to perform tasks.. That has different kind of syntax and operators <br>For example <br>C language <br>Unstructured data:<br>That has no rules and regulations. They are irruguler and difficult to understand. <br>For example..<br>Machine language,neutral
Labelled data: <br>That is in a specific order... that is predefined <br>For example: <br>Course management <br>Unlabelled data: <br>That is mixed up.. to much time consuming to put in a order by understanding the situation for example:<br>Mixed fruit,neutral
Label data= structure data<br>Unlabeled mean un structure data,neutral
aur sir structured &amp; unstructured bhool gya,negative
"Sir, Labeled means model ko train krte hoe jb hum model ko kisi object k bare mn bata te hn to us object ka aik naam model ko de dete hn. for example: agar hum model ko cat k bare mn bata rhe hn to usko cat ki photo dete hn aur saath usko name dete hn k ye cat h. aur unlabeled mn iska reverse hota h.",neutral
Completed Lecture 2 .... Alhamdulilah,positive
"1. In unsupervised learning, do we loss some information? like in dimensional reduction method.<br>2. the output of a model is limited to training data or it can generate results outside training data? (example, training data is human babies with black hairs, can it generate an image of adult human with blond hairs or an image of a monkey where face features are totally different?)<br><br>I appreciate your efforts of knowledge transfer, I wish I could join on site.",positive
Great session.. have learned lot of supreme knowledge thank you sir,positive
Great session.. have learned lot of supreme knowledge thank you sir,positive
ma sha Allah ...Sir you both are really amazing mentors.May Allah SWT bless you more ameen.Stay blessed.,positive
MashAllah 💯 Great Effort and Good Course <br>This Course is Very Important. <br>Sir Irfan and Sir Sheraz Great Job 👍,positive
"ANSWER NO.1:_x000D_<br>Labelled Data: The data which is pre-defined inputs with corresponding outputs/labelled data. For Example, if we give a system with cat image with corresponding text output._x000D_<br>Un-labeled Data: The data with no corresponding outputs is said to be unlabeled data. i.e., random images with no output, unlabeled columns or rows in Excel sheet._x000D_<br>Structured Data: The data which is a structured format like DB Schemas or Tables._x000D_<br>Un-Structured Data: The data which is un-structured like voice notes.",neutral
Masha a Allah excellent efforts,positive
"1)The label data are the data in which things are labelled  for example , If we give information to the model that this animal is cat , now as we already know that this cat is labelled  so  in this way this data is transform to the model , now we ask the question from the model  that what was the previous thing  so the model tell us that this thing was cat.<br>2)  The structured data are those which is in structure form like visual thing but the voice of any thing is not visual so how a computer take this data  so as we know this is unstructured so the computer is also take as unstructured data.",neutral
Very nice ❤ sir apni buhut achi trah samjaya,positive
Sir Chatgpt sa Roman Urdu main swaaly pucha or osa kaho roman Urdu main jawab do phir to oska response itna interesting ha k Mera khiyal sa ab English ki bhi beriar nahi Rahi. Sir PLZZ is hawala sa bhi logo ko butai,positive
The data in which Input and output is clearly defined is known as labeled data <br>While the data in which input and out put is not defined ia known as unlabelled data<br>Highly organized data is known as supervised data<br>While not organised data is known as unsupervised data,neutral
labled data is the data with its output or class is known as labeled data and unlabled data don&#39;t have output or class,neutral
bhai ye gpt ki chlaki bht jald client ko smj anay wali hai,negative
Labeled data woh hAi Jaismain labeling hui ho example : excel sheet <br>Aur UN labeled data woh Jismain. Koi labeling na ho like computer language 0 1 and structure data is in a structure form data example: excel table row Columns and UN structure is example of sound waves,neutral
Great session,positive
"Sir my apka lecture 3,4 bar dekhta Hoon smjh Nh ata Kuch  to wapis himmat nh harta just bcz of you",positive
labelled data refers to the data which is classified<br>unlabelled data refers to the unclassified data<br>the data which is highly organised according to classes is structured data<br>the unorganised data is known as unstructured data,neutral
Sr i m graduate kindly confirm i am eligible in this course or not<br>Must rply,neutral
Sir Kya ye course sikhnay k lye hmain phlay freelancing krni ho gi Upwork prr???,neutral
Label jo kisi object ka name hota hai. Or unlabel jis object ka koi name na ho. And structure this is a complete build think and ideas and any thing do you and unstructure no bulid any think any work and ideas,neutral
It&#39;s a statistics Question like sigma=f( ),neutral
Ya har wakt phone main ghusa rahata hain ...isko live main aane ko kon bolte hain . Agar discipline nahi Hain andar to live main mat aau,negative
میں نے یہ 9thکلاس میں پڑھی تھی کلسٹر کی تھیوری لیکن میرے دماغ میں آج محفوظ ہوی 13سال بعد,neutral
کلسٹر کلیر ہو گیا,positive
Label data mtlab input ka output ha,neutral
golden line &quot;&quot;&quot;take mindset from chatgpt not content&quot;&quot;&quot;,neutral
Great great irfan malik..... The way you teach is outstanding 👍👍,positive
Lable data mean kisi picture kisi list ya kisi cheez ko koi label lagana ak asa label jo us cheez ko define kara<br>Or un label mean wo cheez jis ka koi label na lga ho jis sa hum ya define na kar saka ka ya kia ha<br>Structure<br>Different pixels mil kar jo image tyar karty hn wo structure khlati ha,neutral
A.o.a<br>Agar apka thumbnail acha hoga toh better impression pare ga,positive
label data is labelled with it&#39;s tiitle some time also with it&#39;s output unlabelled data as no tittle which makes no sence<br>structure data present in readable form unstructure data is in row form,neutral
sir thanks,positive
FSc ka student jis ne agay parha b na ho to wo Kahan tak ja sakta he?😊,neutral
"In Anomaly detection,  model ko kese pata k ye normal he or ye weird he kia hum pehly parameteres dete hein model ko",neutral
Mashallah ❤️ 𝐒𝐚𝐥𝐦𝐚𝐧 𝐤𝐡𝐚𝐧,positive
Sir you are honorable.. big respect &amp; appreciate with thanks for such a fruitful knowledge to feed us💚 <br>ALLAH apko eska ajar deen o dunya o aakhirat mein den Ameen.,positive
❤❤❤,positive
A2.  STRUCTURED DATA AND UNSTRUCTURED DATA<br>STRUCTURED DATA<br>Asa Data Jis koi khas Tarteeb ho usy  asa akhta kea gya ho us ki koi khas shakal ho aur us py kam krna asan ho usy  Structured Data kahty ha<br>UNSTRUCTURED DATA<br>Asa Data Jo Raf Form My Ho Jis Ki koi Koi Khas Tarteeb na Ho Aur Istamal Krna Boht Moshik Ho Asy Data ko UnData Structured kahty ha.,neutral
A1.Label Data And Unlabel Data<br>Label Data<br> Asa Data jis ko samjny ma asani ho aur koi meaning ful ho usy label data kahty ha.<br>Unlabel Data<br> aur asa data jis ki koi tarteeb na hoi aur usy Samjny my Moshkil ho usy unlabel data khty ha,neutral
"Sir, either you give lecture or dr sab should, mixed of both diverts focus. Thanks",negative
Labaled data is input and output pairs <br>Unlabeled data main input output ni hota jasay ak sheet main no of rows hain but in ki heading ni hain to wo unlabeled data ho ga,neutral
Structured data is a form of data that&#39;s classified and categories according to its quality and function while unstructured data is opposite of structured data.,neutral
unlabeled data wo hota ha gasi agar hamara pas excel sheet ha aur hama pata ha ka first ma hamari age ha second ma marks ha lakin us ka aupar likha nahi hoya wo unlabeleb data aur agar hum columns ka aupar likh da ga ka ya marks ha aur ya age to wo labeled data hoya,neutral
Very nice excellent sir!,positive
reply to the client was amazing,positive
Q k es waqt recent Data p bhi trained ho Raha h chat gpt,neutral
اسڑکچرڈ ڈیٹا میں ہم ہر چیز اپنی کلاس اور ہیڈنگ کے حساب سے ترتیب دی جاتی ہے۔جب کہ ان اسٹرکچرڈ میں ایسا نہیں ہے,neutral
لیبل ڈیٹا میں ہرچیز کو نام کے ساتھ بتاتے ہیں جیسا کہ بلی کی تصویر۔گھوڑی کی تصویر,positive
"Sir, is course ki Playlist banain buht muskil hai sequence na hony ki waja sy",negative
Sir Irfan plz  Questions ka replie to dia krain,negative
Plz sir Sound Systme thoda sa Volume up krain,neutral
Sir Ap ka smjhane ka treeka bohat acha he mujhe bohat zaberdast treeke se smj aa raha he,positive
Next lecture kb ha?,neutral
"Unstructured data muntashir, ghair munazam or bikhra hua data hota hay",neutral
Structured data  tables ke form main  well managed hota hay,positive
Unlabeled data jis per us ka naam ya category mention nahi hoti,neutral
Sir app bht Acha bata rhy hai may app ki video daikh kar sikha rahi ho,positive
sir irfan has good sense of humour.,positive
"Structural data is highly define data ., It is in organize formate <br>While unstructured data the data is not in organize format",neutral
When we train the model so the information which we are giving are actually labelled data,neutral
Label data is used in supervised learning <br>While unlabel data is used in unsupervised learning,neutral
❤❤❤,positive
Lecture 3 and 4 kub upload ho ga sir.,neutral
Labelled data m agr same koe bhi picture wagera ho or name hm den ge use for example agr cat ki pics ho to hm label date hn cat,neutral
"I wish k doctors btaty hoty k aap ko ye masla es waja sy hua ... Drs don&#39;t tell at all. Bs reports krwao ..ye kro ,wo kro",negative
Sir muja programing nhi ati mana ics ki ha but muja Al ma intrust  ha,negative
Structured data is a form of data that&#39;s classified and categories according to its quality and function while unstructured data is opposite of structured data.,neutral
"Unlabeled data is a form of data that in which input does not have output, for example we just have a picture of cat but its name is not written that its name is cat .",neutral
"A form of data that have output along with input, labeled means naming a thing , thing is input and name of thing is labeled,  so a thing along with its name is a labeled data .",neutral
Excellent course. P;ease upload lecture 3 and 4,positive
❤❤,positive
sir ap ka channel ki playlest ma 2 video show hure ha 3 or 4 nahi hu ri why,negative
very very very Good information for me. I learned a lot of knowledge from you and from xeven solution team.,positive
irfan sir really great amount of information in this lecture. and the main thing is i have develop a wordpress plugin with the help of chat GPT and wordpress approved my plugin. :),positive
"In simple words, labelled data is the combination of input and output that we tell the model",neutral
Ue machine kaam katao hi machine so hay gi aur result nikaley fi os liye generative AI likha,negative
To give in-put and out-put to the model is called lableling,neutral
"Excellent work you both are doing..very knowledgeable,very impressive...Thanks alot for guidance",positive
Waiting for Ur third lecture,neutral
G of anormal detection,neutral
Can anyone shares what’s app group link please,neutral
"E elled daya is the fata which isebelled or given  to the model (mechanic) eg name,age and defined purpose of fata why it jas been hiven<br>Unlebelled fata ia undefined fata for eg rows,column in excel",neutral
"I wanted to express my deep gratitude for the valuable help and support you&#39;ve provided through your YouTube videos. Your content has been an invaluable resource for learning and inspiration in AI field. Your clear explanations, passion, and engaging style have made a significant impact on my growth. Thank you for your commitment to consistently delivering high-quality content. Your dedication has truly transformed my skills and journey<br>Comment made through chatgpt😊😊😊",positive
"what a session, great",positive
"Label data means, k Hum ager koi Summary ya Eaysy likh ty he to us k starting point pe likh ty he k hum kis mozu ya kis cheaz ke uper likh re he, usy Label data kaha jata he",neutral
"Sir could not join the Google Classroom, system reply is This Class is full",negative
Just amazing job you are doing for nation,positive
aoa sir kal jo ap ne assignment di thi hme wo hme khahan sy mile gi plz tell me,neutral
Sir please lectures main se add ka option hata de. Flow of learning toot jata hai. Neural networks ke beech main firdaus studio ka music ni sunna humne😢,negative
Every lecture become more interesting.REALY like how both of you are teaching us.concept cleared.💕,positive
Hi sir This is an account of my Elder brother and I have a question about Freelancing Please Answer IF Possible I&#39;m  17 Years  old Is it is Right To Work on Your Elder Brother&#39;s Upwork Account,neutral
Thank you so much 😊. It&#39;s really a great help for our new generation. I am 55 years old and slow learner but still learning a lot from it. And really curious in learning this new technology. Thanks  a lot.,positive
Thanks for your efforts.<br>Sir is this possible ap pori video ki 15 say 20 minutes may  video ki summary bna diya karay with slides.,positive
Structured data means classified data.,neutral
Sir Allah pak Apko every year Madinah pak ki ba adab hazri naseeb farmye Amin<br>Sir plz house wife&#39;s Apk platform se kya seekh skti hn aur kch earn kr k Apny family ko support  kr skti hn kindly plz help krn,positive
Thanks Respected sir,positive
"aoa my respected sir you are a legend you are really doing a great job,you are a real hero sir i also want to learn a skill which could give me a passive income sir i&#39;m a 20year old girl and i belong to a small village of pakistan where not much facilities i am also doing bechelor in english i want to stand on my own feet my financial condition is not good but sir i really wanna do something big not just for myself but also for my country sir in which AI skill would be better for me? i watch your every lecture and i follow your adivice sir thank you so much to providing us free content if you are not doing this then where were we learn i mean every one is charging lot amount against their course thank you so much sir once again we will definately cooporate with you",positive
This course deserve millions of views and prayers for our respected sir ❤😊,positive
Thank you so much sir,positive
How much plagarism in data which we search from chat Gpt,negative
I want learn,positive
Sir can I meet you in bahawalpur?,neutral
Yay I&#39;m first 🎉🎉🎉🎉🎉,positive
WATCHED IT TODAY AGAIN.,neutral
thoroghly download and learns from your recorded knowledge because i am also conductiong training from9--4 solo trainer.,positive
"some schools are exegrate that they ha AI in PRE <a href=""http://schools.is/"">schools.Is</a> this possible? how please share",neutral
how helpful AI in teaching ?,neutral
yes exactly right&gt;public opinion is always upon cashback. same responses recieves as language trainer,neutral
training model is rally superb.,positive
"AOA, please enroll. please define process of enrollment in this sessions.",neutral
I am really appreciate you work sir can teach you lectures  in pushto,positive
"Ary bhai sahab! <br>Itny interactive lectures, 1 sir is teaching, 1 is replying to comments, slides b chak rhi. <br><br>Qasam sy university lecture wali feel hai (better than uni). ❤",positive
"Me started watching now, but there are 38k views. <br><br>Wow, Pakistanis are learning Ai. ❤. <br><br>Thank you for the free course 🎉",positive
Thank you so much Sir ❤❤❤,positive
"Labeled data wo data hota hai jis me hum model ko Input label kr k dete hain. For example, model ko cat ki pic de k btayen ge k this is picture of cat.",neutral
I am content writer .is it valuable for me because i know very well about promot engineering,positive
"<a href=""https://www.youtube.com/watch?v=5b7MxyDcxvw&amp;t=1h55m12s"">1:55:12</a>   Beauty of Billgates.",positive
Asslam u alikum i am just listener but acquiring a lot,positive
for example agher mall main koi weapon lay  kr enter hoon ghay tu wo detective machine detect  kr lein ghay  it is example off Anomaly Detection,neutral
labelled data  wo data jo supervised  learning main  output hota for example  filtering spam   and unlabeled data for example show  a picture of cat but labeled thay,neutral
ML is sub branch of AI and deep learning is sub branch ofML,neutral
